product_id,product_name,category,price
139,Product_139,Fashion,2212
140,Product_140,Sports,4973
141,Product_141,Fashion,4689
142,Product_142,Electronics,5709
143,Product_143,Home,9401
144,Product_144,Electronics,7408
145,Product_145,Sports,1889
146,Product_146,Books,290
147,Product_147,Books,9161
148,Product_148,Home,9888
149,Product_149,Home,3155
150,Product_150,Home,3618
151,Product_151,Home,4027
152,Product_152,Sports,3916
153,Product_153,Electronics,3130
154,Product_154,Home,3814
155,Product_155,Fashion,6867
156,Product_156,Home,346
157,Product_157,Fashion,6674
158,Product_158,Home,9413
159,Product_159,Electronics,5589
160,Product_160,Books,966
161,Product_161,Electronics,7203
162,Product_162,Home,4327
163,Product_163,Fashion,656
164,Product_164,Books,9257
165,Product_165,Home,6747
166,Product_166,Fashion,3255
167,Product_167,Books,1037
168,Product_168,Home,286
169,Product_169,Fashion,7424
170,Product_170,Home,9146
171,Product_171,Books,4250
172,Product_172,Electronics,6293
173,Product_173,Fashion,7345
174,Product_174,Home,9460
175,Product_175,Home,7594
176,Product_176,Sports,1612
177,Product_177,Sports,4603
178,Product_178,Home,9555
179,Product_179,Books,6824
180,Product_180,Fashion,4047
181,Product_181,Books,1167
182,Product_182,Home,2256
183,Product_183,Home,965
184,Product_184,Books,6892
185,Product_185,Sports,506
186,Product_186,Fashion,9674
187,Product_187,Home,7991
188,Product_188,Home,7522
189,Product_189,Books,6955
190,Product_190,Fashion,1524
191,Product_191,Home,7283
192,Product_192,Home,9636
193,Product_193,Sports,3087
194,Product_194,Home,5585
195,Product_195,Home,6788
196,Product_196,Home,5466
197,Product_197,Sports,4785
198,Product_198,Sports,4485
199,Product_199,Sports,4981
200,Product_200,Books,5624
201,Product_201,Home,8927
202,Product_202,Books,1983
203,Product_203,Fashion,4448
204,Product_204,Sports,3791
205,Product_205,Sports,1455
206,Product_206,Sports,2640
207,Product_207,Sports,2053
208,Product_208,Sports,1931
209,Product_209,Books,3381
210,Product_210,Electronics,7562
211,Product_211,Electronics,8024
212,Product_212,Sports,7229
213,Product_213,Electronics,6082
214,Product_214,Books,2454
215,Product_215,Books,9154
216,Product_216,Electronics,7882
217,Product_217,Home,6233
218,Product_218,Fashion,5341
219,Product_219,Fashion,9154
220,Product_220,Books,281
221,Product_221,Sports,1170
222,Product_222,Sports,4394
223,Product_223,Electronics,6375
224,Product_224,Home,7320
225,Product_225,Books,3284
226,Product_226,Home,1820
227,Product_227,Electronics,1554
228,Product_228,Electronics,5306
229,Product_229,Fashion,6466
230,Product_230,Fashion,2887
231,Product_231,Home,5123
232,Product_232,Electronics,7333
233,Product_233,Electronics,6750
234,Product_234,Books,8302
235,Product_235,Home,6721
236,Product_236,Sports,4240
237,Product_237,Sports,6265
238,Product_238,Fashion,5469
239,Product_239,Home,2890
240,Product_240,Books,876
241,Product_241,Books,7663
242,Product_242,Electronics,5731
243,Product_243,Electronics,7849
244,Product_244,Electronics,7907
245,Product_245,Sports,2204
246,Product_246,Home,4575
247,Product_247,Sports,4272
248,Product_248,Sports,3062
249,Product_249,Books,2869
250,Product_250,Books,9653
251,Product_251,Fashion,863
252,Product_252,Fashion,5458
253,Product_253,Fashion,8298
254,Product_254,Books,8268
255,Product_255,Sports,1387
256,Product_256,Home,6869
257,Product_257,Sports,7651
258,Product_258,Electronics,2357
259,Product_259,Electronics,2436
260,Product_260,Books,8690
261,Product_261,Fashion,4471
262,Product_262,Electronics,1335
263,Product_263,Home,8223
264,Product_264,Fashion,6195
265,Product_265,Home,5944
266,Product_266,Fashion,4143
267,Product_267,Books,1499
268,Product_268,Sports,3579
269,Product_269,Fashion,8428
270,Product_270,Home,7229
271,Product_271,Electronics,7509
272,Product_272,Home,9806
273,Product_273,Fashion,1582
274,Product_274,Home,3197
275,Product_275,Books,8839
276,Product_276,Fashion,7052
277,Product_277,Electronics,2323
278,Product_278,Home,421
279,Product_279,Fashion,7115
280,Product_280,Fashion,3885
281,Product_281,Sports,7121
282,Product_282,Electronics,1114
283,Product_283,Fashion,4847
284,Product_284,Sports,8877
285,Product_285,Electronics,6549
286,Product_286,Electronics,1746
287,Product_287,Books,7010
288,Product_288,Home,6620
289,Product_289,Books,8988
290,Product_290,Electronics,6081
291,Product_291,Home,7417
292,Product_292,Sports,5024
293,Product_293,Books,100
294,Product_294,Sports,4845
295,Product_295,Electronics,5087
296,Product_296,Home,2165
297,Product_297,Sports,5818
298,Product_298,Books,5146
299,Product_299,Home,5430
300,Product_300,Home,9765
301,Product_301,Electronics,1949
302,Product_302,Sports,350
303,Product_303,Sports,1287
304,Product_304,Books,4038
305,Product_305,Home,816
306,Product_306,Sports,2649
307,Product_307,Fashion,5645
308,Product_308,Books,2768
309,Product_309,Electronics,4477
310,Product_310,Books,6044
311,Product_311,Home,4680
312,Product_312,Electronics,2194
313,Product_313,Home,5090
314,Product_314,Electronics,8161
315,Product_315,Fashion,990
316,Product_316,Home,7274
317,Product_317,Electronics,4665
318,Product_318,Electronics,294
319,Product_319,Sports,269
320,Product_320,Electronics,6408
321,Product_321,Home,966
322,Product_322,Home,9669
323,Product_323,Electronics,1643
324,Product_324,Fashion,9598
325,Product_325,Books,9736
326,Product_326,Fashion,8400
327,Product_327,Home,3973
328,Product_328,Books,3362
329,Product_329,Books,2882
330,Product_330,Books,3482
331,Product_331,Fashion,5158
332,Product_332,Home,4238
333,Product_333,Home,1126
334,Product_334,Electronics,2043
335,Product_335,Fashion,3938
336,Product_336,Electronics,9322
337,Product_337,Home,3834
338,Product_338,Home,8071
339,Product_339,Home,3061
340,Product_340,Sports,2290
341,Product_341,Home,7669
342,Product_342,Books,4077
343,Product_343,Electronics,2349
344,Product_344,Electronics,1842
345,Product_345,Electronics,3118
346,Product_346,Fashion,9469
347,Product_347,Books,8820
348,Product_348,Sports,1529
349,Product_349,Fashion,4067
350,Product_350,Books,4561
351,Product_351,Sports,1508
352,Product_352,Sports,3279
353,Product_353,Electronics,7432
354,Product_354,Books,928
355,Product_355,Books,9097
356,Product_356,Electronics,4555
357,Product_357,Books,4093
358,Product_358,Electronics,3955
359,Product_359,Sports,9183
360,Product_360,Fashion,4496
361,Product_361,Fashion,8087
362,Product_362,Books,1611
363,Product_363,Books,4472
364,Product_364,Home,6500
365,Product_365,Sports,8561
366,Product_366,Home,5423
367,Product_367,Sports,8589
368,Product_368,Fashion,6351
369,Product_369,Fashion,2010
370,Product_370,Home,9473
371,Product_371,Fashion,7241
372,Product_372,Sports,3498
373,Product_373,Fashion,338
374,Product_374,Electronics,171
375,Product_375,Sports,7055
376,Product_376,Books,3279
377,Product_377,Home,8884
378,Product_378,Books,1433
379,Product_379,Fashion,3982
380,Product_380,Electronics,8736
381,Product_381,Electronics,9767
382,Product_382,Fashion,4734
383,Product_383,Home,9656
384,Product_384,Home,601
385,Product_385,Fashion,5199
386,Product_386,Sports,6717
387,Product_387,Electronics,6927
388,Product_388,Home,4003
389,Product_389,Electronics,7247
390,Product_390,Fashion,864
391,Product_391,Home,3992
392,Product_392,Home,183
393,Product_393,Home,1217
394,Product_394,Fashion,7824
395,Product_395,Sports,5446
396,Product_396,Sports,4153
397,Product_397,Electronics,2154
398,Product_398,Books,3414
399,Product_399,Books,1059
400,Product_400,Books,1807
401,Product_401,Home,7932
402,Product_402,Home,3967
403,Product_403,Books,6322
404,Product_404,Home,9820
405,Product_405,Fashion,5466
406,Product_406,Books,9800
407,Product_407,Sports,964
408,Product_408,Sports,1006
409,Product_409,Sports,7942
410,Product_410,Fashion,3391
411,Product_411,Sports,6750
412,Product_412,Fashion,7157
413,Product_413,Home,6162
414,Product_414,Electronics,3487
415,Product_415,Fashion,748
416,Product_416,Sports,8953
417,Product_417,Fashion,6313
418,Product_418,Home,7023
419,Product_419,Home,4104
420,Product_420,Electronics,335
421,Product_421,Fashion,6763
422,Product_422,Electronics,9220
423,Product_423,Home,3734
424,Product_424,Books,280
425,Product_425,Home,4879
426,Product_426,Home,2706
427,Product_427,Fashion,2491
428,Product_428,Fashion,3052
429,Product_429,Fashion,7597
430,Product_430,Electronics,4871
431,Product_431,Sports,6222
432,Product_432,Books,3196
433,Product_433,Fashion,6990
434,Product_434,Electronics,5993
435,Product_435,Electronics,466
436,Product_436,Fashion,3684
437,Product_437,Electronics,9519
438,Product_438,Electronics,6100
439,Product_439,Books,2866
440,Product_440,Electronics,9427
441,Product_441,Books,7132
442,Product_442,Fashion,5750
443,Product_443,Books,707
444,Product_444,Home,869
445,Product_445,Home,1117
446,Product_446,Books,7950
447,Product_447,Fashion,4774
448,Product_448,Books,9331
449,Product_449,Home,6644
450,Product_450,Books,4935
451,Product_451,Electronics,8243
452,Product_452,Sports,9881
453,Product_453,Sports,1040
454,Product_454,Home,443
455,Product_455,Books,6252
456,Product_456,Books,6444
457,Product_457,Sports,2432
458,Product_458,Books,4644
459,Product_459,Home,360
460,Product_460,Fashion,6304
461,Product_461,Sports,5404
462,Product_462,Electronics,2170
463,Product_463,Books,5121
464,Product_464,Sports,9577
465,Product_465,Books,8020
466,Product_466,Electronics,1329
467,Product_467,Fashion,4922
468,Product_468,Home,1959
469,Product_469,Electronics,8480
470,Product_470,Fashion,2030
471,Product_471,Home,5259
472,Product_472,Home,7729
473,Product_473,Home,791
474,Product_474,Home,7035
475,Product_475,Books,2424
476,Product_476,Home,7852
477,Product_477,Home,9905
478,Product_478,Electronics,8786
479,Product_479,Fashion,1932
480,Product_480,Home,4035
481,Product_481,Sports,9435
482,Product_482,Home,6708
483,Product_483,Fashion,7229
484,Product_484,Electronics,103
485,Product_485,Books,1689
486,Product_486,Books,3843
487,Product_487,Sports,7104
488,Product_488,Home,2034
489,Product_489,Fashion,1594
490,Product_490,Fashion,5018
491,Product_491,Electronics,8062
492,Product_492,Home,6718
493,Product_493,Home,3832
494,Product_494,Electronics,6395
495,Product_495,Sports,1824
496,Product_496,Sports,7256
497,Product_497,Books,6658
498,Product_498,Electronics,2755
499,Product_499,Electronics,2494
500,Product_500,Electronics,6456
501,Product_501,Fashion,6865
502,Product_502,Books,1451
503,Product_503,Sports,7368
504,Product_504,Sports,7838
505,Product_505,Home,1530
506,Product_506,Books,9394
507,Product_507,Books,926
508,Product_508,Fashion,4462
509,Product_509,Fashion,2893
510,Product_510,Electronics,7054
511,Product_511,Fashion,6135
512,Product_512,Home,8425
513,Product_513,Fashion,2130
514,Product_514,Home,6856
515,Product_515,Home,7200
516,Product_516,Home,3383
517,Product_517,Electronics,8947
518,Product_518,Home,7945
519,Product_519,Electronics,9001
520,Product_520,Home,715
521,Product_521,Sports,8966
522,Product_522,Books,7521
523,Product_523,Sports,1453
524,Product_524,Sports,4764
525,Product_525,Fashion,3197
526,Product_526,Electronics,248
527,Product_527,Home,350
528,Product_528,Home,8456
529,Product_529,Home,8330
530,Product_530,Fashion,1114
531,Product_531,Fashion,1341
532,Product_532,Sports,4439
533,Product_533,Sports,7954
534,Product_534,Sports,2643
535,Product_535,Fashion,2376
536,Product_536,Electronics,9062
537,Product_537,Sports,1820
538,Product_538,Electronics,9009
539,Product_539,Electronics,2214
540,Product_540,Sports,8356
541,Product_541,Home,3085
542,Product_542,Electronics,7152
543,Product_543,Sports,4684
544,Product_544,Home,570
545,Product_545,Sports,1054
546,Product_546,Home,6395
547,Product_547,Electronics,5109
548,Product_548,Fashion,908
549,Product_549,Fashion,3642
550,Product_550,Sports,2764
551,Product_551,Home,6463
552,Product_552,Fashion,1935
553,Product_553,Books,8364
554,Product_554,Fashion,5900
555,Product_555,Fashion,5961
556,Product_556,Fashion,6723
557,Product_557,Sports,7731
558,Product_558,Electronics,4855
559,Product_559,Electronics,1176
560,Product_560,Electronics,8817
561,Product_561,Books,6844
562,Product_562,Sports,4190
563,Product_563,Fashion,7703
564,Product_564,Fashion,3454
565,Product_565,Home,982
566,Product_566,Fashion,7379
567,Product_567,Books,3390
568,Product_568,Books,8594
569,Product_569,Home,7533
570,Product_570,Electronics,8285
571,Product_571,Books,1881
572,Product_572,Fashion,6384
573,Product_573,Home,9205
574,Product_574,Sports,8245
575,Product_575,Electronics,2587
576,Product_576,Home,8402
577,Product_577,Electronics,1110
578,Product_578,Electronics,5977
579,Product_579,Sports,9651
580,Product_580,Sports,9385
581,Product_581,Sports,7371
582,Product_582,Electronics,6374
583,Product_583,Books,6261
584,Product_584,Fashion,3710
585,Product_585,Books,1608
586,Product_586,Home,2676
587,Product_587,Electronics,3025
588,Product_588,Sports,5511
589,Product_589,Fashion,9949
590,Product_590,Sports,2912
591,Product_591,Home,7078
592,Product_592,Fashion,7451
593,Product_593,Sports,9413
594,Product_594,Fashion,9736
595,Product_595,Fashion,4489
596,Product_596,Books,6841
597,Product_597,Electronics,137
598,Product_598,Home,6495
599,Product_599,Books,5636
600,Product_600,Electronics,1819
601,Product_601,Fashion,7493
602,Product_602,Electronics,1943
603,Product_603,Sports,6383
604,Product_604,Electronics,2706
605,Product_605,Fashion,6091
606,Product_606,Books,2183
607,Product_607,Fashion,4888
608,Product_608,Books,2105
609,Product_609,Fashion,8279
610,Product_610,Electronics,6713
611,Product_611,Books,7070
612,Product_612,Fashion,534
613,Product_613,Fashion,8455
614,Product_614,Electronics,6768
615,Product_615,Home,553
616,Product_616,Home,6193
617,Product_617,Electronics,6844
618,Product_618,Books,5504
619,Product_619,Fashion,9358
620,Product_620,Fashion,5384
621,Product_621,Sports,9447
622,Product_622,Electronics,426
623,Product_623,Home,779
624,Product_624,Books,2337
625,Product_625,Electronics,3630
626,Product_626,Sports,6587
627,Product_627,Fashion,5823
628,Product_628,Electronics,5792
629,Product_629,Books,1529
630,Product_630,Books,1330
631,Product_631,Sports,6530
632,Product_632,Fashion,5613
633,Product_633,Electronics,1933
634,Product_634,Books,1919
635,Product_635,Electronics,1252
636,Product_636,Home,6283
637,Product_637,Books,3051
638,Product_638,Home,8020
639,Product_639,Books,3828
640,Product_640,Sports,7299
641,Product_641,Home,8910
642,Product_642,Books,7879
643,Product_643,Sports,814
644,Product_644,Home,8167
645,Product_645,Books,9722
646,Product_646,Books,5144
647,Product_647,Fashion,728
648,Product_648,Sports,5201
649,Product_649,Fashion,9519
650,Product_650,Books,105
651,Product_651,Home,2891
652,Product_652,Fashion,3146
653,Product_653,Books,3083
654,Product_654,Home,9839
655,Product_655,Home,2084
656,Product_656,Fashion,6667
657,Product_657,Fashion,1824
658,Product_658,Electronics,1378
659,Product_659,Fashion,1825
660,Product_660,Electronics,7743
661,Product_661,Home,4318
662,Product_662,Electronics,7703
663,Product_663,Electronics,539
664,Product_664,Books,3565
665,Product_665,Fashion,2540
666,Product_666,Home,146
667,Product_667,Sports,9469
668,Product_668,Books,507
669,Product_669,Sports,433
670,Product_670,Sports,3211
671,Product_671,Home,9004
672,Product_672,Electronics,6056
673,Product_673,Fashion,3814
674,Product_674,Sports,5370
675,Product_675,Home,8088
676,Product_676,Sports,4796
677,Product_677,Home,9937
678,Product_678,Home,1046
679,Product_679,Books,1398
680,Product_680,Electronics,6689
681,Product_681,Home,4739
682,Product_682,Fashion,7766
683,Product_683,Electronics,7630
684,Product_684,Electronics,9878
685,Product_685,Sports,7649
686,Product_686,Sports,5939
687,Product_687,Home,4342
688,Product_688,Home,1536
689,Product_689,Sports,783
690,Product_690,Electronics,9104
691,Product_691,Fashion,1351
692,Product_692,Fashion,7436
693,Product_693,Home,7775
694,Product_694,Fashion,321
695,Product_695,Home,8662
696,Product_696,Books,6159
697,Product_697,Sports,9284
698,Product_698,Home,2003
699,Product_699,Fashion,2852
700,Product_700,Home,6326
701,Product_701,Fashion,7744
702,Product_702,Sports,6906
703,Product_703,Books,3612
704,Product_704,Home,7196
705,Product_705,Books,3885
706,Product_706,Sports,4809
707,Product_707,Electronics,1294
708,Product_708,Sports,9527
709,Product_709,Fashion,7370
710,Product_710,Home,8812
711,Product_711,Electronics,458
712,Product_712,Electronics,7776
713,Product_713,Sports,3932
714,Product_714,Fashion,5801
715,Product_715,Home,4942
716,Product_716,Fashion,6083
717,Product_717,Books,8854
718,Product_718,Home,6765
719,Product_719,Books,577
720,Product_720,Home,3076
721,Product_721,Books,6111
722,Product_722,Sports,5781
723,Product_723,Home,311
724,Product_724,Electronics,4246
725,Product_725,Electronics,2221
726,Product_726,Books,9677
727,Product_727,Electronics,8400
728,Product_728,Electronics,1851
729,Product_729,Fashion,6910
730,Product_730,Home,751
731,Product_731,Home,8019
732,Product_732,Sports,8205
733,Product_733,Electronics,2371
734,Product_734,Sports,3465
735,Product_735,Sports,1212
736,Product_736,Books,3504
737,Product_737,Fashion,147
738,Product_738,Books,7818
739,Product_739,Electronics,7753
740,Product_740,Fashion,9313
741,Product_741,Electronics,5080
742,Product_742,Home,855
743,Product_743,Fashion,9120
744,Product_744,Sports,1484
745,Product_745,Sports,7355
746,Product_746,Books,1961
747,Product_747,Home,6968
748,Product_748,Home,2622
749,Product_749,Sports,1926
750,Product_750,Home,1726
751,Product_751,Sports,8558
752,Product_752,Sports,475
753,Product_753,Electronics,7472
754,Product_754,Sports,5238
755,Product_755,Fashion,9606
756,Product_756,Books,3605
757,Product_757,Sports,8400
758,Product_758,Home,6914
759,Product_759,Fashion,4983
760,Product_760,Home,4324
761,Product_761,Electronics,1916
762,Product_762,Fashion,1764
763,Product_763,Sports,9655
764,Product_764,Home,3867
765,Product_765,Sports,9381
766,Product_766,Electronics,2816
767,Product_767,Sports,4008
768,Product_768,Home,8414
769,Product_769,Home,9225
770,Product_770,Electronics,4323
771,Product_771,Sports,3872
772,Product_772,Electronics,3547
773,Product_773,Electronics,4823
774,Product_774,Electronics,4965
775,Product_775,Home,5574
776,Product_776,Books,6523
777,Product_777,Fashion,4982
778,Product_778,Sports,8081
779,Product_779,Books,702
780,Product_780,Electronics,7601
781,Product_781,Electronics,6894
782,Product_782,Electronics,2187
783,Product_783,Books,920
784,Product_784,Fashion,6441
785,Product_785,Electronics,8707
786,Product_786,Books,5851
787,Product_787,Home,2749
788,Product_788,Electronics,7072
789,Product_789,Sports,477
790,Product_790,Electronics,442
791,Product_791,Books,5347
792,Product_792,Electronics,3587
793,Product_793,Sports,7695
794,Product_794,Fashion,9531
795,Product_795,Fashion,3763
796,Product_796,Fashion,7745
797,Product_797,Sports,4120
798,Product_798,Books,4383
799,Product_799,Books,2633
800,Product_800,Electronics,1008
801,Product_801,Fashion,1285
802,Product_802,Sports,7097
803,Product_803,Home,6682
804,Product_804,Fashion,8433
805,Product_805,Books,439
806,Product_806,Books,2015
807,Product_807,Home,5594
808,Product_808,Electronics,1041
809,Product_809,Books,4411
810,Product_810,Home,3230
811,Product_811,Fashion,6527
812,Product_812,Home,3488
813,Product_813,Books,7300
814,Product_814,Electronics,6586
815,Product_815,Books,9277
816,Product_816,Fashion,2233
817,Product_817,Sports,159
818,Product_818,Electronics,3414
819,Product_819,Home,551
820,Product_820,Sports,2687
821,Product_821,Home,336
822,Product_822,Fashion,1257
823,Product_823,Books,4417
824,Product_824,Electronics,4685
825,Product_825,Electronics,1665
826,Product_826,Books,8182
827,Product_827,Fashion,7643
828,Product_828,Home,7332
829,Product_829,Sports,7732
830,Product_830,Sports,8165
831,Product_831,Electronics,2534
832,Product_832,Electronics,2410
833,Product_833,Fashion,1424
834,Product_834,Fashion,9695
835,Product_835,Home,5838
836,Product_836,Fashion,1063
837,Product_837,Home,2297
838,Product_838,Electronics,5281
839,Product_839,Books,123
840,Product_840,Home,5717
841,Product_841,Home,7797
842,Product_842,Electronics,9258
843,Product_843,Home,3719
844,Product_844,Fashion,2229
845,Product_845,Books,3286
846,Product_846,Home,2219
847,Product_847,Electronics,6936
848,Product_848,Home,437
849,Product_849,Sports,1576
850,Product_850,Books,159
851,Product_851,Electronics,5501
852,Product_852,Home,7683
853,Product_853,Home,5345
854,Product_854,Electronics,1989
855,Product_855,Fashion,6062
856,Product_856,Electronics,160
857,Product_857,Sports,5377
858,Product_858,Books,8883
859,Product_859,Electronics,5262
860,Product_860,Electronics,7836
861,Product_861,Electronics,8277
862,Product_862,Home,9054
863,Product_863,Fashion,7387
864,Product_864,Home,5257
865,Product_865,Home,3550
866,Product_866,Home,370
867,Product_867,Sports,1592
868,Product_868,Fashion,333
869,Product_869,Fashion,7972
870,Product_870,Sports,3990
871,Product_871,Electronics,3176
872,Product_872,Electronics,6032
873,Product_873,Books,9164
874,Product_874,Books,1780
875,Product_875,Books,9029
876,Product_876,Books,6969
877,Product_877,Home,2831
878,Product_878,Fashion,7763
879,Product_879,Home,1373
880,Product_880,Books,2340
881,Product_881,Fashion,6238
882,Product_882,Fashion,1197
883,Product_883,Home,5812
884,Product_884,Books,8759
885,Product_885,Books,906
886,Product_886,Electronics,3457
887,Product_887,Books,2224
888,Product_888,Sports,9204
889,Product_889,Fashion,6432
890,Product_890,Sports,3059
891,Product_891,Electronics,2432
892,Product_892,Fashion,4676
893,Product_893,Fashion,6543
894,Product_894,Books,3958
895,Product_895,Electronics,1873
896,Product_896,Fashion,8392
897,Product_897,Books,3577
898,Product_898,Sports,6018
899,Product_899,Home,7368
900,Product_900,Sports,7862
901,Product_901,Electronics,5567
902,Product_902,Sports,4105
903,Product_903,Electronics,9587
904,Product_904,Books,1559
905,Product_905,Fashion,6051
906,Product_906,Home,5437
907,Product_907,Sports,9634
908,Product_908,Books,5171
909,Product_909,Electronics,4037
910,Product_910,Books,4928
911,Product_911,Sports,5575
912,Product_912,Electronics,6801
913,Product_913,Sports,6533
914,Product_914,Electronics,7819
915,Product_915,Fashion,6991
916,Product_916,Fashion,8992
917,Product_917,Home,5509
918,Product_918,Home,9785
919,Product_919,Home,2228
920,Product_920,Sports,9658
921,Product_921,Fashion,4411
922,Product_922,Sports,2992
923,Product_923,Books,6438
924,Product_924,Books,8590
925,Product_925,Fashion,5469
926,Product_926,Books,3675
927,Product_927,Home,9608
928,Product_928,Home,2989
929,Product_929,Fashion,8380
930,Product_930,Home,1480
931,Product_931,Sports,1260
932,Product_932,Books,3194
933,Product_933,Home,7682
934,Product_934,Home,5079
935,Product_935,Electronics,2629
936,Product_936,Home,7308
937,Product_937,Books,523
938,Product_938,Sports,1839
939,Product_939,Books,5382
940,Product_940,Books,1328
941,Product_941,Fashion,2399
942,Product_942,Books,3899
943,Product_943,Sports,8126
944,Product_944,Fashion,8663
945,Product_945,Fashion,4270
946,Product_946,Fashion,6861
947,Product_947,Sports,6898
948,Product_948,Home,2546
949,Product_949,Electronics,6464
950,Product_950,Sports,3478
951,Product_951,Home,851
952,Product_952,Home,9310
953,Product_953,Fashion,9422
954,Product_954,Books,2155
955,Product_955,Sports,738
956,Product_956,Books,3550
957,Product_957,Electronics,7675
958,Product_958,Sports,5878
959,Product_959,Books,1852
960,Product_960,Fashion,4701
961,Product_961,Fashion,7261
962,Product_962,Fashion,3796
963,Product_963,Sports,8909
964,Product_964,Electronics,7801
965,Product_965,Fashion,4012
966,Product_966,Electronics,4211
967,Product_967,Fashion,5716
968,Product_968,Books,3834
969,Product_969,Books,3725
970,Product_970,Sports,3041
971,Product_971,Fashion,6276
972,Product_972,Fashion,8916
973,Product_973,Books,9985
974,Product_974,Electronics,8667
975,Product_975,Sports,6110
976,Product_976,Sports,3904
977,Product_977,Electronics,9383
978,Product_978,Sports,3111
979,Product_979,Sports,9434
980,Product_980,Fashion,5513
981,Product_981,Home,4825
982,Product_982,Sports,3701
983,Product_983,Sports,2575
984,Product_984,Home,8702
985,Product_985,Electronics,6628
986,Product_986,Sports,4480
987,Product_987,Books,4275
988,Product_988,Sports,5835
989,Product_989,Fashion,9549
990,Product_990,Sports,4606
991,Product_991,Sports,6254
992,Product_992,Sports,6214
993,Product_993,Home,6429
994,Product_994,Home,1533
995,Product_995,Home,525
996,Product_996,Books,1240
997,Product_997,Home,1250
998,Product_998,Sports,1556
999,Product_999,Home,5533
1000,Product_1000,Electronics,5362
1001,Product_1001,Sports,5869
1002,Product_1002,Books,4739
1003,Product_1003,Sports,2732
1004,Product_1004,Sports,5315
